pre_seg_id,post_seg_id,ei_type,pre_struc_type,post_struc_type,pair_count,pre_region,pre_type,post_region,post_type
4825996021,13880587619,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
54118796805,45297180456,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
50334757436,5644250971,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
46185928291,2353330916,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
90060034993,28191553656,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
100687737708,3445514816,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
50564797090,6150204315,1,axon,unknown,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
67185246861,3615003279,1,axon,dendrite,1,Layer 6,pure axon fragment,Layer 5,pyramidal neuron
15423533737,5844330471,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
4491267796,4054493296,2,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,interneuron
31555988709,4683431368,1,axon,dendrite,1,Layer 3,majority axon fragment,Layer 3,pyramidal neuron
72519313590,2105961568,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
102696674519,4056522849,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
4331811312,3896758995,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,excitatory/spiny neuron with atypical tree
66755904588,40378162071,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,interneuron
19676089263,1625033403,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
39658508598,29730850518,1,axon,dendrite,2,Layer 5,pure axon fragment,Layer 5,interneuron
67278094600,31860288747,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
31379477336,3970305348,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
66326664259,5606871648,2,axon,dendrite,1,Layer 5,pure axon fragment,White matter,pyramidal neuron
40129069012,4842057459,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,excitatory/spiny neuron with atypical tree
4961157820,4889774289,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
50670552879,42341367011,1,axon,dendrite,3,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
55867486643,3256899105,1,axon,dendrite,1,Layer 1,pure axon fragment,Layer 2,pyramidal neuron
90072708618,1666982509,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
99901108064,2702573322,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
59725566336,42169557100,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
48456660292,3562586199,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,pyramidal neuron
5610961218,5262799563,2,axon,dendrite,1,Layer 5,majority axon fragment,Layer 5,pyramidal neuron
82477472503,2994504680,1,axon,dendrite,4,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
85207961753,5623693160,2,axon,dendrite,2,Layer 6,pure axon fragment,Layer 6,spiny stellate neuron
78789025759,78774441153,1,axon,soma,1,White matter,pure axon fragment,White matter,pyramidal neuron
47378304354,11276849363,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
13694964747,4465102907,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
40506110214,5234649530,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,pyramidal neuron
80086996804,27739274114,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
83507559007,3720087619,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
5085412717,4925486793,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,unclassified neuron
2396025750,1348928027,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 2,pyramidal neuron
37799990330,28760131820,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
90642965245,1568352768,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
40830763067,32053082283,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
58558085407,31656603981,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
20404824940,1989124162,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
39680701663,4306799115,1,axon,dendrite,1,Layer 1,majority axon fragment,Layer 2,pyramidal neuron
89943006950,36809473223,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
42197373630,32516310991,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,excitatory/spiny neuron with atypical tree
50080657725,4386870830,2,axon,dendrite,1,White matter,pure axon fragment,Layer 6,pyramidal neuron
80610749394,36240310753,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
83971578428,5172755723,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
68370643740,32355072501,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 4,pyramidal neuron
78134404660,34259290201,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,unclassified neuron
15308871217,5352479143,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
3284043280,2978750148,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
101803954403,4314610618,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
3251350733,3047622968,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,interneuron
56476785532,3007515155,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
46446832904,28308113718,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
41521639303,5390865451,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
50378999683,32778195552,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
39723556281,39155925581,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
103438244983,32544651831,1,axon,dendrite,1,Layer 4,pure axon fragment,Layer 3,interneuron
28206828020,1013805852,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
42847541160,43109351705,2,axon,dendrite,1,Layer 6,pure axon fragment,White matter,excitatory/spiny neuron with atypical tree
68864639638,41862133128,2,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,pyramidal neuron
65817221613,38842838827,1,axon,unknown,1,Layer 5,pure axon fragment,Layer 5,astrocyte
83219421682,47365411399,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
15118883930,4098077865,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,astrocyte
48816969846,4475221179,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
20476238867,2323690826,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
7385931499,7081967636,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,astrocyte
66225056325,5200482429,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 6,oligodendrocyte
50713698420,5892044711,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
55924240310,12237931142,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
41964369792,7112774994,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 4,pyramidal neuron
36736278375,35922054242,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
74492551341,30370462184,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
46125641298,2889771740,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
48994562277,31321891017,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
98793272967,36357162888,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
39649981557,3852838887,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
3937788600,3530521828,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
40888000173,31556588341,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
90876244652,3140208388,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
12865715994,3811372500,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
63783652069,3864800287,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 4,pyramidal neuron
83808471392,39903658903,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 6,pyramidal neuron
86855568026,33459697467,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
74100279717,65162629734,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,astrocyte
12178461363,2774950343,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
75709325625,49724582918,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
53752997890,866613333,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
93714796587,4740842569,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
37841019183,28553163055,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,excitatory/spiny neuron with atypical tree
68457635919,32865290038,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
48352147058,4854496842,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 5,pyramidal neuron
102317164875,31569129733,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 4,pyramidal neuron
38989313359,2103144214,1,axon,soma,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
66011779215,29414285442,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
14088753519,4437725748,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
80784706374,28292155495,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
6049852391,6049954950,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,unclassified neuron
60782897407,33269227364,1,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,spiny stellate neuron
44771601532,36008125347,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
4422628999,4204255754,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,excitatory/spiny neuron with atypical tree
48279551270,30825473068,1,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,interneuron
81180714994,45966957157,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
48831847811,3907840855,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
15044754576,5483041106,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
65853431291,39694250521,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
4599592920,3653128216,2,axon,unknown,1,Layer 1,pure axon fragment,Layer 1,unknown cell
39863461401,5116555602,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,interneuron
82838087945,2642474626,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
80465264649,45105672827,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
42037784361,5615340223,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
64382365940,1975281707,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
41470156415,5178157228,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
55718424388,2060609935,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,oligodendrocyte
47613074120,2369583314,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
37407705687,2295249495,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
65050711944,37393104713,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 2,interneuron
46520889155,29314035227,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
42082564685,33478517677,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 3,pyramidal neuron
59529723848,5073949710,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 5,excitatory/spiny neuron with atypical tree
85183841250,4740842569,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
92212033423,3705078190,2,axon,dendrite,1,Layer 4,pure axon fragment,Layer 4,pyramidal neuron
8141826685,7865179376,2,axon,unknown,1,White matter,pure axon fragment,White matter,astrocyte
64337234400,38366640577,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,interneuron
32153899631,5368685507,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
40349631097,31280177557,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
49715763893,4982679531,2,axon,dendrite,1,White matter,pure axon fragment,Layer 6,pyramidal neuron
91923648855,2848626486,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
28877202026,1350125768,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
22936784723,4798531060,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 4,pyramidal neuron
55355910419,28905543213,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,interneuron
50262263768,5571727797,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
5614450558,4420467705,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
40437691366,4320129291,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
42210470563,6778194139,1,axon,unknown,1,Layer 4,pure axon fragment,Layer 4,astrocyte
73781700564,5128646163,1,axon,dendrite,1,Layer 4,majority axon fragment,White matter,pyramidal neuron
55686039027,37883449219,1,axon,dendrite,1,Layer 4,majority axon fragment,Layer 4,excitatory/spiny neuron with atypical tree
50985262231,33880497330,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 6,excitatory/spiny neuron with atypical tree
27099193662,18030074053,1,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,unclassified neuron
65503809708,29956247280,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
6351771279,4722445292,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
3862447528,3789543556,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
65036169396,2221469264,2,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
3705952940,3502576426,2,axon,dendrite,1,Layer 3,majority axon fragment,Layer 5,pyramidal neuron
3720233435,3210599315,1,axon,dendrite,1,Layer 3,pure axon fragment,Layer 3,pyramidal neuron
2484579295,2266411191,2,axon,dendrite,1,Layer 2,majority axon fragment,Layer 2,pyramidal neuron
84103790318,4795962497,2,axon,dendrite,1,Layer 5,pure axon fragment,Layer 5,pyramidal neuron
56041340296,3489493990,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
73246574792,2134783019,2,axon,dendrite,1,Layer 2,pure axon fragment,Layer 2,pyramidal neuron
67447496029,23834819449,2,axon,dendrite,1,Layer 6,pure axon fragment,Layer 6,pyramidal neuron
